AmphaSoft Measurement Report
SW Version: 2.1.6.0
Workspace: C:/_Iris_Amphasys/Maarten/Report verzameling
Date/Time: vrijdag 04-apr-2025 15:26

Settings
Id;Sample Name;Buffer Id;Chip Id;Freq 1 [0.1-30MHz];Freq 2 [0.1-30MHz];Stop Cond Cells [0-10M];Stop Cond min [0-99];Stop Cond sec [0-59];Trig Level [0.0001-20V];Note;Done;Report;
S_1;C21P1;AF6;D00851;2;18;10000;1;0;0.05;A_1;1;1;
S_2;C38P1;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_3;C42P2;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_4;C42P2;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_5;C42P2 A;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_6;C42P2;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_7;C42P2;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_8;C40P4;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_9;C40P4;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_12;C40P2;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_14;C52P1;AF6;D00851;2;18;10000;1;0;0.05;;1;1;
S_999;1;AF6;D01057;2;18;10000;1;0;0.05;A_1;0;1;

Results
Id;Sample Name;Date/Time;Duration[mm:ss];Concentration[cells/ml];MeanFlow[ul/min];MeasVol[ul];Accepted;Rejected[%];
S_1;C21P1;18-mrt-2025 14:40:11;01:00;74638;124.3;126.4;9433; 2.2;
S_2;C38P1;18-mrt-2025 14:43:29;00:30;172072;126.5;64.7;11135; 1.9;
S_3;C42P2;18-mrt-2025 14:50:40;00:30;106921;194.6;101.0;10797; 1.6;
S_4;C42P2;18-mrt-2025 14:53:06;00:16;205002;204.2;57.0;11677; 1.9;
S_5;C42P2 A;18-mrt-2025 14:55:00;00:17;0;-1051.2;-304.3;11854; 2.3;
S_6;C42P2;18-mrt-2025 14:58:09;00:36;93522;192.9;117.4;10984; 1.8;
S_7;C42P2;18-mrt-2025 15:03:06;01:00;28846;283.8;292.3;8431; 1.1;
S_8;C40P4;18-mrt-2025 15:05:56;00:52;46041;257.5;229.7;10577; 1.9;
S_9;C40P4;18-mrt-2025 15:08:14;01:01;0;-501.9;-517.0;6109; 1.9;
S_10;C40P2;18-mrt-2025 15:16:54;00:27;130415;194.9;89.4;11664;   2;
S_11;C52P1;18-mrt-2025 15:20:51;01:01;0;-457.8;-475.4;6179; 2.2;

Gating Statistics
Cross Gating Freq 2
Id;Sample Name;UL-Count;UL[%];UL[cells/ml];UR-Count;UR[%];UR[cells/ml];LR-Count;LR[%];LR[cells/ml];LL-Count;LL[%];LL[cells/ml];
S_1;C21P1;4045;42.88;32006;4943;52.40;39111;9;0.10;71;436;4.62;3449;
S_2;C38P1;3151;28.30;48693;7848;70.48;121277;6;0.05;92;130;1.17;2008;
S_3;C42P2;4644;43.01;45989;6024;55.79;59655;22;0.20;217;107;1.00;1059;
S_4;C42P2;1559;13.35;27369;9952;85.23;174717;45;0.39;790;121;1.03;2124;
S_5;C42P2 A;4288;36.17;0;7322;61.77;0;110;0.93;0;134;1.13;0;
S_6;C42P2;1056;9.61;8991;9685;88.17;82462;18;0.16;153;225;2.06;1915;
S_7;C42P2;846;10.03;2894;7354;87.23;25161;5;0.06;17;226;2.68;773;
S_8;C40P4;3547;33.54;15439;6729;63.62;29291;11;0.10;47;290;2.74;1262;
S_9;C40P4;2400;39.29;0;3278;53.66;0;20;0.33;0;411;6.72;0;
S_12;C40P2;5666;48.58;63351;5788;49.62;64715;24;0.21;268;186;1.59;2079;
S_14;C52P1;1228;19.87;0;4706;76.16;0;15;0.24;0;230;3.73;0;
